Collection ID	-3493428429
Type	 SpectraCollection
Description	 Synthetic dataset generated from prior used for prototype bayesian noise reduce and peak-finding with seed3493428429 on Sat Jan  7 23:00:34 2012
Processing log	
X	Y0	is_peak_0	Y1	is_peak_1	Y2	is_peak_2	Y3	is_peak_3	Y4	is_peak_4	Y5	is_peak_5	Y6	is_peak_6	Y7	is_peak_7	Y8	is_peak_8	Y9	is_peak_9	Y10	is_peak_10	Y11	is_peak_11	Y12	is_peak_12	Y13	is_peak_13	Y14	is_peak_14	Y15	is_peak_15	Y16	is_peak_16	Y17	is_peak_17	Y18	is_peak_18	Y19	is_peak_19
0.0364044	0.0107227	0	0.00327819	0	0.00292093	0	0.0402185	0	0.0369011	0	0.0772737	0	0	0	0.0301627	0	0.015242	0	0.00934921	0	0.100293	0	0.00352944	0	0.00172988	0	0.000302901	0	0.0446936	0	0.0573133	0	0.152787	0	0.0252036	0	0.0479829	0	0.000352218	0
0.0368378	0.0183088	0	0.00432729	0	0.00328252	0	0.0301463	0	0.0503024	0	0.0770561	0	0	0	0.0277559	1	0.0181735	0	0.0118532	0	0.109452	1	0.00386994	0	0.00176173	0	0.000304073	0	0.0554399	0	0.0365439	0	0.162403	0	0.0315139	0	0.0361776	0	0.000322915	0
0.0372712	0.0309677	0	0.00617235	0	0.00372029	0	0.0232226	0	0.0690321	0	0.067349	1	0	0	0.0254056	0	0.0222984	0	0.0148687	0	0.116216	0	0.00429305	0	0.00180447	0	0.000306117	0	0.0678369	0	0.0222762	0	0.152908	1	0.0402918	0	0.0310064	0	0.000297503	0
0.0377046	0.042841	0	0.00906772	0	0.00425839	0	0.0185372	0	0.0933006	0	0.0400978	0	0	0	0.0231456	0	0.0280351	0	0.0182765	0	0.11963	1	0.00484039	0	0.00186124	0	0.000309102	0	0.0813035	0	0.0134875	0	0.12886	0	0.0519936	0	0.0322714	0	0.000275293	0
0.038138	0.0388466	1	0.0130033	0	0.00493681	0	0.0153179	0	0.120947	0	0.0214094	0	0	0	0.0212308	0	0.0358701	0	0.0217641	0	0.121407	0	0.00559112	0	0.00193833	0	0.000313114	0	0.0947454	0	0.00855013	0	0.0992176	0	0.0668237	0	0.0479738	0	0.000255745	0
0.0385713	0.0254741	0	0.0174558	0	0.00583126	0	0.0130212	0	0.144929	0	0.0157139	0	0	0	0.0200079	0	0.0463233	0	0.0247441	0	0.124736	0	0.00669318	0	0.00204829	0	0.000318256	0	0.106437	0	0.0059542	0	0.0711506	0	0.0845247	0	0.0988464	0	0.000238431	0
0.0390047	0.015596	0	0.0211932	0	0.00709691	0	0.0113098	0	0.153927	0	0.0147083	0	0	0	0.0198373	0	0.0598909	0	0.0264281	0	0.13147	0	0.00840739	0	0.00221566	0	0.000324651	0	0.114185	0	0.00462011	0	0.0485433	0	0.104101	0	0.184023	0	0.000223008	0
0.0394381	0.0106028	0	0.0224985	0	0.00904816	0	0.00998838	0	0.142952	1	0.0151497	0	0	0	0.0209906	0	0.0769682	0	0.0262273	1	0.138948	0	0.0111552	0	0.00248614	0	0.000332449	0	0.116074	0	0.00390573	0	0.0324969	0	0.123445	0	0.221623	1	0.000209195	0
0.0398715	0.00856048	0	0.0206107	1	0.0122663	0	0.00894527	0	0.120485	0	0.0173025	0	0	0	0.0234686	0	0.097759	0	0.0242149	0	0.138884	0	0.0155442	0	0.00293962	0	0.00034183	0	0.111556	1	0.00348146	0	0.0222663	0	0.13907	0	0.177603	1	0.000196765	0
0.0403049	0.00787531	0	0.0167163	0	0.0176741	0	0.00811396	0	0.0983944	0	0.0230047	0	0	0	0.0266527	0	0.122183	0	0.0210622	0	0.125087	1	0.0223309	0	0.00370382	0	0.000353016	0	0.101815	0	0.00319747	0	0.0162997	0	0.146798	0	0.145986	0	0.00018553	0
0.0407383	0.00783035	0	0.0125594	0	0.0264519	0	0.00745266	0	0.0840315	0	0.035164	0	0	0	0.0290854	0	0.149794	0	0.017539	0	0.102354	0	0.0322781	0	0.00495807	0	0.000366274	0	0.0889987	0	0.00299192	0	0.0130551	0	0.144069	1	0.151276	0	0.000175333	0
0.0411717	0.00819372	0	0.00931204	0	0.0396653	0	0.0069344	0	0.0810457	0	0.0556137	0	0	0	0.0301082	1	0.179712	0	0.0141763	0	0.0795976	0	0.0458925	0	0.00690871	0	0.000381932	0	0.0751686	0	0.0028416	0	0.0114042	0	0.132006	0	0.168206	0	0.000166043	0
0.041605	0.00891688	0	0.00755371	0	0.0576029	0	0.00654256	0	0.0906363	0	0.0810209	0	0	0	0.0320388	0	0.210561	0	0.0112409	0	0.061225	0	0.0630854	0	0.00971837	0	0.000400397	0	0.0617976	0	0.00274045	0	0.0107041	0	0.114452	0	0.180171	1	0.000157549	0
0.0420384	0.0100391	0	0.00751599	0	0.078972	0	0.00626909	0	0.110779	0	0.099343	0	0	0	0.0386516	0	0.240401	0	0.00882425	0	0.0476524	0	0.0828398	0	0.0133739	0	0.000422172	0	0.0497613	0	0.0026934	0	0.0108606	0	0.0953527	0	0.186315	0	0.000149759	0
0.0424718	0.0116768	0	0.00932807	0	0.100067	0	0.00611454	0	0.134659	0	0.0955677	1	0	0	0.0534765	0	0.266611	0	0.0069189	0	0.0379315	0	0.102955	0	0.0174754	0	0.000447889	0	0.0394854	0	0.00271834	0	0.013426	0	0.0773606	0	0.191528	0	0.000142591	0
0.0429052	0.0140375	0	0.0131532	0	0.114696	0	0.00609126	0	0.149909	1	0.0731606	0	0	0	0.0791046	0	0.285804	0	0.00546563	0	0.0309987	0	0.119952	0	0.0212329	1	0.000478347	0	0.0310832	0	0.0028547	0	0.0260243	0	0.0618455	0	0.198961	0	0.000135979	0
0.0433386	0.0174336	0	0.0191399	0	0.117856	1	0.00623712	0	0.14455	1	0.0481592	0	0	0	0.115724	0	0.294161	0	0.00438264	0	0.026008	0	0.129574	0	0.0241795	0	0.000514565	0	0.0244592	0	0.00317841	0	0.0664373	0	0.0493065	0	0.206868	0	0.000129862	0
0.043772	0.0222792	0	0.02722	0	0.110918	0	0.00666893	0	0.12063	0	0.0298896	0	0	0	0.159106	0	0.288901	1	0.00358499	0	0.0223591	0	0.128704	1	0.0262956	0	0.000557862	0	0.019391	0	0.00381789	0	0.143307	0	0.0397609	1	0.210438	1	0.000124189	0
0.0442054	0.0290495	0	0.0368744	0	0.0983717	0	0.00774856	0	0.0909296	0	0.0197118	0	0	0	0.198764	0	0.270452	0	0.00299679	0	0.0196495	0	0.117701	0	0.0274072	0	0.000609963	0	0.0155984	0	0.00494594	0	0.2135	0	0.0329794	0	0.206682	0	0.000118916	0
0.0446387	0.038184	0	0.0470061	0	0.0822948	0	0.0104546	0	0.0656647	0	0.0151552	0	0	0	0.218524	0	0.242613	0	0.00255704	0	0.0176179	0	0.100095	0	0.0272632	1	0.000673152	0	0.0127957	0	0.0067068	0	0.203495	1	0.0283156	0	0.196562	0	0.000114004	0
0.0450721	0.0498889	0	0.0560221	0	0.0641507	1	0.0168536	0	0.0495124	0	0.0136605	0	0	0	0.207012	1	0.210181	0	0.00222051	0	0.0160981	0	0.080115	0	0.0258176	0	0.000750514	0	0.0107272	0	0.00907325	0	0.126339	0	0.0244101	1	0.182576	0	0.000109418	0
0.0455055	0.0637141	0	0.0621563	0	0.0470902	0	0.0299875	0	0.0431857	0	0.0141156	0	0	0	0.170814	0	0.176961	0	0.0019557	0	0.0149868	0	0.0610437	0	0.0233186	0	0.000846294	0	0.00918442	0	0.0116935	0	0.0579055	0	0.0212556	0	0.16618	0	0.00010513	0
0.0459389	0.0777581	0	0.0640168	0	0.0335237	0	0.052092	0	0.0453699	0	0.0167779	0	0	0	0.126248	0	0.145409	0	0.00174161	0	0.0142244	0	0.0449017	0	0.0202244	0	0.000966555	0	0.00800954	0	0.0139336	0	0.0285501	0	0.0193281	0	0.147575	0	0.000101111	0
0.0463723	0.0881162	0	0.0612068	1	0.0237984	0	0.0811721	0	0.0540524	0	0.0227821	0	0	0	0.0856594	0	0.116975	0	0.00156445	0	0.0137859	0	0.0325975	0	0.0170567	0	0.00112056	0	0.00708998	0	0.0157023	1	0.0267375	0	0.0184746	0	0.127091	1	9.73394e-05	0
0.0468057	0.0907945	1	0.0545707	0	0.0171855	0	0.108087	0	0.0668975	0	0.0335006	0	0	0	0.0547508	0	0.0924117	0	0.0014152	0	0.0136782	0	0.0242064	0	0.0142686	0	0.00132412	0	0.00634901	0	0.0177636	1	0.042329	0	0.0185165	0	0.106119	0	9.37932e-05	0
0.0472391	0.0858177	0	0.0458334	0	0.0127866	0	0.11794	0	0.0812707	0	0.0495572	0	0	0	0.0342244	0	0.0719645	0	0.00128773	0	0.0139408	0	0.0192955	0	0.0121649	0	0.00160774	0	0.00573588	0	0.0194733	0	0.0755466	0	0.0194383	0	0.0864569	0	9.04539e-05	0
0.0476724	0.077213	0	0.0370203	0	0.00985966	0	0.10328	1	0.0947432	0	0.0695878	0	0	0	0.0219722	0	0.0555066	0	0.00117775	0	0.0146479	0	0.0172022	0	0.0108863	0	0.0020338	0	0.00521736	0	0.0169511	1	0.120945	0	0.0213814	0	0.0693062	0	8.73049e-05	0
0.0481058	0.068522	0	0.0300271	0	0.00787223	0	0.0746145	0	0.106519	1	0.0891263	0	0	0	0.0151224	0	0.0426569	0	0.00108207	0	0.015907	0	0.0171901	0	0.0104449	0	0.00272434	0	0.00477155	0	0.0117592	0	0.148943	0	0.0246277	0	0.055056	0	8.43311e-05	0
0.0485392	0.0603111	0	0.0264014	0	0.00647238	0	0.0462624	0	0.118987	0	0.100432	0	0	0	0.0113092	0	0.03289	0	0.000998284	0	0.0178526	0	0.0184558	0	0.0107862	0	0.00388797	0	0.00438356	0	0.0077621	0	0.12698	1	0.0295969	0	0.043586	0	8.1519e-05	0
0.0489726	0.0513494	1	0.0272965	0	0.00544225	0	0.0258049	0	0.1368	0	0.0968518	1	0	0	0.00904214	0	0.0256307	0	0.000924466	0	0.0206296	0	0.020031	0	0.0118513	0	0.00581203	0	0.00404285	0	0.00531993	0	0.0818637	0	0.0367764	0	0.0345677	0	7.88564e-05	0
0.049406	0.0415122	0	0.0334997	0	0.00465274	0	0.0140837	0	0.162673	0	0.0804294	0	0	0	0.00754118	0	0.0203245	0	0.000859086	0	0.0243652	0	0.0209788	0	0.0136298	0	0.00877531	0	0.00374157	0	0.00390509	0	0.0465975	0	0.0464159	0	0.0276153	0	7.63323e-05	0
0.0498394	0.0322189	0	0.0454068	0	0.00402818	0	0.0084543	0	0.189913	0	0.059234	0	0	0	0.00644509	0	0.0164819	0	0.000800894	0	0.0291227	0	0.0213136	1	0.0162082	0	0.0128562	0	0.00347367	0	0.00308951	0	0.0280673	0	0.057927	0	0.0223415	0	7.39368e-05	0
0.0502728	0.0245631	0	0.0628924	0	0.00352274	0	0.00599138	0	0.197758	0	0.0397724	0	0	0	0.00559267	0	0.0137002	0	0.000748864	0	0.0348225	0	0.0223123	0	0.0198348	0	0.0176012	0	0.0032343	0	0.00263379	0	0.0210042	0	0.0702659	0	0.018383	0	7.16607e-05	0
0.0507061	0.01875	0	0.0852156	0	0.00310692	0	0.00486747	0	0.173679	1	0.0250863	0	0	0	0.00490651	0	0.0116667	0	0.000702145	0	0.0411015	0	0.025707	0	0.0250088	0	0.0215079	0	0.0030195	0	0.00242151	0	0.0195501	0	0.0850309	1	0.0154183	0	6.94959e-05	0
0.0511395	0.0145297	0	0.111321	0	0.00276047	0	0.00425875	0	0.134381	0	0.0155345	0	0	0	0.00434309	0	0.0101504	0	0.000660029	0	0.0471196	0	0.0331903	0	0.03255	0	0.0222465	0	0.00282601	0	0.00242351	0	0.0210827	0	0.10598	0	0.0131806	0	6.74347e-05	0
0.0515729	0.0115312	0	0.14066	0	0.00246876	0	0.00386087	0	0.0992818	0	0.00999323	0	0	0	0.00387405	0	0.00898798	0	0.00062192	0	0.0515429	0	0.0459006	0	0.0435068	0	0.0192426	1	0.00265108	0	0.00271217	0	0.0253385	0	0.130018	0	0.0114623	0	6.54704e-05	0
0.0520063	0.0094016	0	0.173338	0	0.00222086	0	0.00356186	0	0.074653	0	0.0069843	0	0	0	0.00347921	0	0.00806815	0	0.000587316	0	0.0535158	0	0.0624383	0	0.0587148	0	0.0145568	0	0.00249238	0	0.00349659	0	0.0330874	0	0.142474	0	0.0101115	0	6.35965e-05	0
0.0524397	0.00785925	0	0.207383	0	0.00200847	0	0.00330866	0	0.0596687	0	0.00534081	0	0	0	0.00314356	0	0.00731709	0	0.000555791	0	0.0555074	1	0.0742384	0	0.0779585	0	0.010134	0	0.00234796	0	0.00512203	0	0.0453176	0	0.128942	1	0.00902199	0	6.18075e-05	0
0.0528731	0.0067047	0	0.233436	1	0.00182512	0	0.00307058	1	0.0514532	0	0.00436422	0	0	0	0.00285575	0	0.00668676	0	0.000526983	0	0.0619453	0	0.0695454	1	0.0990754	0	0.00674888	0	0.00221614	0	0.00794786	0	0.0622151	0	0.0957138	0	0.00812204	0	6.00979e-05	0
0.0533065	0.00580871	0	0.231921	0	0.00166578	0	0.00283361	0	0.0467511	0	0.00370907	0	0	0	0.002607	0	0.00614601	0	0.000500579	0	0.0642247	0	0.0528346	0	0.117571	0	0.0044685	0	0.00209548	0	0.0120618	0	0.0806725	0	0.0605802	0	0.00736379	0	5.84628e-05	0
0.0537398	0.00509154	0	0.194672	1	0.00152643	0	0.00259723	0	0.0426448	0	0.00322343	0	0	0	0.00239047	0	0.00567444	0	0.000476313	0	0.0487805	1	0.0362292	0	0.12721	1	0.0030592	0	0.00198474	0	0.0169259	0	0.0910619	0	0.0348114	0	0.00671504	0	5.68978e-05	0
0.0541732	0.00450411	0	0.143571	0	0.00140387	0	0.00236783	0	0.0375064	1	0.00284157	0	0	0	0.00220075	0	0.00525827	0	0.000453954	0	0.0311905	0	0.0242138	0	0.123046	1	0.00222136	0	0.00188284	0	0.0211301	0	0.0843912	1	0.0201747	0	0.0061535	0	5.53988e-05	0
0.0546066	0.00401492	0	0.0982971	0	0.00129552	0	0.00215245	0	0.0314578	0	0.0025317	0	0	0	0.00203352	0	0.00488784	0	0.0004333	0	0.0217425	0	0.0165443	0	0.106434	0	0.00171338	0	0.00178887	0	0.022643	0	0.0663253	0	0.0131763	0	0.00566311	0	5.39619e-05	0
0.05504	0.00360246	0	0.0650886	0	0.00119926	0	0.00195607	0	0.0254021	0	0.00227545	0	0	0	0.00188532	0	0.00455602	0	0.000414177	0	0.016914	0	0.0118926	0	0.0840157	0	0.00138381	0	0.001702	0	0.0204711	1	0.0477793	0	0.00994686	0	0.00523179	0	5.25834e-05	0
